	Game	Year	Genre	Publisher	North America	Europe	Japan	Rest of World	Global
652	Dungeons 2	2016	Role-Playing	Kalypso Media	20000.0	0.0	0.0	0.0	20000.0
653	Tricky Towers	2017	Puzzle	Soedesco	20000.0	0.0	0.0	0.0	20000.0
654	No Heroes Allowed! VR	2017	Strategy	Sony Interactive Entertainment	0.0	0.0	20000.0	0.0	20000.0
655	ArmaGallant: Decks of Destiny	2017	Strategy	Maximum Games	20000.0	0.0	0.0	0.0	20000.0
656	Carmageddon: Max Damage	2016	Action	Stainless Games	20000.0	0.0	0.0	0.0	20000.0
657	Armello	2018	Strategy	League of Geeks	20000.0	0.0	0.0	0.0	20000.0
658	Shaq-Fu: A Legend Reborn	2018	Action	Wired Productions	20000.0	0.0	0.0	0.0	20000.0
659	Patapon Remastered	2017	Music	Sony Interactive Entertainment	0.0	0.0	20000.0	0.0	20000.0
660	Monster Hunter Frontier Z: Beginner's Package	2016	Action	Capcom	0.0	0.0	20000.0	0.0	20000.0
661	Professional Farmer 2016	2015	Action	Namco Bandai Games	0.0	20000.0	0.0	0.0	20000.0
662	Natsuiro High School: Seishun Hakusho	2015	Action	D3Publisher	0.0	0.0	20000.0	0.0	20000.0
663	The Inner World: The Last Wind Monk	2017	Puzzle	Kalypso Media	20000.0	0.0	0.0	0.0	20000.0
664	SteamWorld Collection	2016	Misc	Rising Star Games	20000.0	0.0	0.0	0.0	20000.0
665	Konoyo no Hate de Koi o Utau Shoujo: Yu-No	2017	Visual Novel	5pb	0.0	0.0	20000.0	0.0	20000.0
666	God Eater Off Shot: Fujiki Kota-hen Twin Pack & Animation Vol.6	2016	Misc	Namco Bandai Games	0.0	0.0	20000.0	0.0	20000.0
667	Genkai Tokki: Castle Panzers	2017	Role-Playing	Compile Heart	0.0	0.0	20000.0	0.0	20000.0
668	Skullgirls: 2nd Encore	2016	Fighting	Arc System Works	0.0	0.0	20000.0	0.0	20000.0
669	This Is The Police	2017	Simulation	THQ Nordic	10000.0	0.0	0.0	0.0	10000.0
670	Rabbids Invasion: The Interactive TV Show	2014	Misc	Ubisoft	0.0	10000.0	0.0	0.0	10000.0
671	FlatOut 4: Total Insanity	2017	Racing	Bigben Interactive	10000.0	0.0	0.0	0.0	10000.0
672	Chaos;Child	2015	Visual Novel	PQube	0.0	0.0	20000.0	0.0	20000.0
673	Touhou Shinhiroku: Urban Legend in Limbo	2016	Fighting	Mediascape	0.0	0.0	20000.0	0.0	20000.0
674	Rogue Trooper: Redux	2017	Shooter	Rebellion	10000.0	0.0	0.0	0.0	10000.0
675	Space Hulk: Deathwing	2015	Shooter	Focus Home Interactive	0.0	10000.0	0.0	0.0	10000.0
676	Pharaonic	2017	Action	Soedesco	10000.0	0.0	0.0	0.0	10000.0
677	White Day	2017	Action	PQube	0.0	10000.0	10000.0	0.0	20000.0
678	Torment: Tides of Numenera	2017	Role-Playing	Techland	10000.0	0.0	0.0	0.0	10000.0
679	Let It Die	2017	Action	GungHo	0.0	10000.0	10000.0	0.0	20000.0
680	Summer Lesson: Miyamoto Hikari Collection	2017	Adventure	Namco Bandai Games	0.0	0.0	10000.0	0.0	10000.0
681	Raven's Cry	2015	Role-Playing	TopWare Interactive	0.0	10000.0	0.0	0.0	10000.0
682	New Game! The Challenge Stage!	2017	Adventure	5pb	0.0	0.0	10000.0	0.0	10000.0
683	Hakoniwa Company Works	2017	Strategy	Nippon Ichi Software	0.0	0.0	10000.0	0.0	10000.0
684	DJ Max Respect	2017	Misc	Arc System Works	0.0	0.0	10000.0	0.0	10000.0
685	Battle Worlds: Kronos	2016	Strategy	Nordic Games	10000.0	0.0	0.0	0.0	10000.0
686	Dragon's Dogma Online: Season 3	2017	Role-Playing	Capcom	0.0	0.0	10000.0	0.0	10000.0
687	Occultic;Nine	2017	Adventure	5pb	0.0	0.0	10000.0	0.0	10000.0
688	Kono Subarashii Sekai ni Shukufuku o! Kono Yokubukai Game ni Shinpan o!	2017	Adventure	5pb	0.0	0.0	10000.0	0.0	10000.0
689	Battle Garegga Rev.2016	2016	Strategy	M2	0.0	0.0	10000.0	0.0	10000.0
690	Yahari Game Demo Ore no Seishun Love-Kome wa Machigatteiru. & Zoku: Oatome Set	2017	Adventure	5pb	0.0	0.0	10000.0	0.0	10000.0
691	Farming 2017 - The Simulation	2016	Simulation	UIG Entertainment	0.0	10000.0	0.0	0.0	10000.0
692	Re:Zero - Kara Hajimeru Isekai Seikatsu - Death or Kiss	2017	Adventure	5pb	0.0	0.0	10000.0	0.0	10000.0
693	Zombie Vikings	2016	Action	Rising Star Games	0.0	10000.0	0.0	0.0	10000.0
694	ATV Renegades	2017	Racing	Nighthawk Interactive	10000.0	0.0	0.0	0.0	10000.0
695	Ziggurat	2016	Shooter	Soedesco	0.0	10000.0	0.0	0.0	10000.0
696	Chaos;Child: Love Chu Chu!!	2017	Visual Novel	5pb	0.0	0.0	10000.0	0.0	10000.0
697	Moto Racer 4	2016	Racing	PQube	10000.0	0.0	0.0	0.0	10000.0
698	LocoRoco Remastered	2017	Platform	Sony Interactive Entertainment	0.0	0.0	10000.0	0.0	10000.0
699	Lock's Quest	2017	Strategy	THQ Nordic	10000.0	0.0	0.0	0.0	10000.0
700	Gal Gun: Double Peace	2015	Action	PQube	0.0	0.0	10000.0	0.0	10000.0
701	Woodcutter Simulator 2016	2015	Action	Namco Bandai Games	0.0	10000.0	0.0	0.0	10000.0
702	Akiba's Trip 2+A	2017	Adventure	Acquire	0.0	0.0	10000.0	0.0	10000.0
703	Date-A-Live Twin Edition: Rio Reincarnation	2017	Adventure	Compile Heart	0.0	0.0	10000.0	0.0	10000.0
704	Valhalla Hills	2017	Strategy	Kalypso Media	10000.0	0.0	0.0	0.0	10000.0
705	Deception IV: Blood Ties	2015	Action	Tecmo Koei	0.0	0.0	10000.0	0.0	10000.0
706	One Piece: Unlimited World Red	2017	Action	Namco Bandai Games	0.0	0.0	10000.0	0.0	10000.0
707	Hyper Light Drifter	2017	Role-Playing	Active Gaming Media	0.0	0.0	10000.0	0.0	10000.0
708	Teslagrad	2014	Platform	Rain Games	0.0	10000.0	0.0	0.0	10000.0
709	Darius Burst: Chronicle Saviours	2017	Action	Kadokawa Games	0.0	0.0	10000.0	0.0	10000.0
710	The Escapists: The Walking Dead	2016	Action	Team17 Software	0.0	0.0	0.0	0.0	0.0
711	Super Meat Boy	2016	Platform	Team Meat	0.0	0.0	0.0	0.0	0.0
712	Blood Bowl 2	2015	Sports	Focus Home Interactive	0.0	0.0	0.0	0.0	0.0
713	The Witness	2016	Misc	Thekla, Inc.	0.0	0.0	0.0	0.0	0.0
714	Quantic Dream Collection	2015	Action	Sony Computer Entertainment	0.0	0.0	0.0	0.0	0.0
715	Iwaihime: Matsuri	2017	Adventure	Nippon Ichi Software	0.0	0.0	0.0	0.0	0.0
716	RepKiss	2017	Adventure	Entergram	0.0	0.0	0.0	0.0	0.0
717	War Thunder	2017	Action	DMM Games	0.0	0.0	0.0	0.0	0.0
718	Tsuihou Senkyo	2017	Adventure	Nippon Ichi Software	0.0	0.0	0.0	0.0	0.0
719	Hustle Kings VR	2016	Sports	Sony Interactive Entertainment	0.0	0.0	0.0	0.0	0.0
720	Toki Tori 2+	2016	Puzzle	Two Tribes	0.0	0.0	0.0	0.0	0.0
721	Deception IV: The Nightmare Princess	2015	Action	Tecmo Koei	0.0	0.0	0.0	0.0	0.0
722	Kingdom Hearts HD I.5 + II.5 ReMIX	2017	Action	Square Enix	0.0	0.0	0.0	0.0	0.0
723	Fushigi no Chronicle: Furikaerimasen Katsu Madewa	2015	Action	Spike Chunsoft	0.0	0.0	0.0	0.0	0.0
725	Agatha Christie: The ABC Murders	2016	Adventure	Microids	0.0	0.0	0.0	0.0	0.0
726	Ancients of Ooga - The Forgotten Chapters	2016	Platform	Koch Media	0.0	0.0	0.0	0.0	0.0
730	Blacklight: Retribution	2013	Misc	Perfect World Entertainment	0.0	0.0	0.0	0.0	0.0
731	Bladestorm: The Hundred Years' War	2015	Action	BioWare	0.0	0.0	0.0	0.0	0.0
732	Brothers in Arms: Furious 4	2019	Shooter	Ubisoft	0.0	0.0	0.0	0.0	0.0
736	DC Universe Online	2013	MMO	Sony Online Entertainment	0.0	0.0	0.0	0.0	0.0
740	Industry Giant II	2017	Strategy	UIG Entertainment	0.0	0.0	0.0	0.0	0.0
746	Mount & Blade: Warband	2016	Role-Playing	Taleworlds	0.0	0.0	0.0	0.0	0.0
750	Psychonauts	2017	Action	Sony Interactive Entertainment	0.0	0.0	0.0	0.0	0.0
751	Resident Evil 5	2016	Action	Capcom	0.0	0.0	0.0	0.0	0.0
755	The Amazing Spider-Man 2	2014	Misc	Activision	0.0	0.0	0.0	0.0	0.0
758	Ether One	2015	Adventure	Soedesco	0.0	0.0	0.0	0.0	0.0
759	Uncharted 2: Among Thieves	2016	Action	Sony Interactive Entertainment	0.0	0.0	0.0	0.0	0.0
760	Uncharted 3: Drake's Deception	2016	Action	Sony Interactive Entertainment	0.0	0.0	0.0	0.0	0.0
762	Uncharted: Drake's Fortune	2016	Action	Sony Interactive Entertainment	0.0	0.0	0.0	0.0	0.0
764	Awesomenauts	2014	Misc	DTP Entertainment	0.0	0.0	0.0	0.0	0.0
774	Broken Age	2015	Adventure	Nordic Games	0.0	0.0	0.0	0.0	0.0
778	deep down (Working Title)	2020	Misc	Capcom	0.0	0.0	0.0	0.0	0.0
782	Whore of the Orient	2020	Misc	Warner Bros. Interactive Entertainment	0.0	0.0	0.0	0.0	0.0
783	Cyberpunk 2077	2018	Action-Adventure	CD Projekt Red Studio	0.0	0.0	0.0	0.0	0.0
784	Final Fantasy (PS4)	2020	Misc	Square Enix	0.0	0.0	0.0	0.0	0.0
788	Contrast	2013	Misc	Compulsion Games	0.0	0.0	0.0	0.0	0.0
790	Carmageddon: Reincarnation	2015	Misc	Stainless Games	0.0	0.0	0.0	0.0	0.0
803	Kingdom Hearts III	2019	Role-Playing	Square Enix	0.0	0.0	0.0	0.0	0.0
809	Yaiba: Ninja Gaiden Z	2014	Misc	Tecmo Koei	0.0	0.0	0.0	0.0	0.0
816	Pinball Arcade	2013	Misc	FarSight Studios	0.0	0.0	0.0	0.0	0.0
817	Toukiden: The Age of Demons	2014	Action	Tecmo Koei	0.0	0.0	0.0	0.0	0.0
818	Reus	2016	Strategy	Soedesco	0.0	0.0	0.0	0.0	0.0
819	Strider (2014)	2014	Platform	Capcom	0.0	0.0	0.0	0.0	0.0
821	EverQuest Next	2019	MMO	Sony Online Entertainment	0.0	0.0	0.0	0.0	0.0
834	Velocity 2X	2014	Action	Futurlab 1	0.0	0.0	0.0	0.0	0.0
835	Helldivers	2015	Action	Sony Computer Entertainment	0.0	0.0	0.0	0.0	0.0
841	WonderFlick	2014	Misc	Level 5	0.0	0.0	0.0	0.0	0.0
842	Monochroma	2014	Misc	Nowhere Studios	0.0	0.0	0.0	0.0	0.0
847	Lily Bergamo	2014	Misc	GungHo	0.0	0.0	0.0	0.0	0.0
871	SOMA (2015)	2015	Misc	Frictional Games	0.0	0.0	0.0	0.0	0.0
872	Cult County	2015	Misc	Renegade Kid	0.0	0.0	0.0	0.0	0.0
874	R.B.I. Baseball 14	2014	Misc	MLB.com	0.0	0.0	0.0	0.0	0.0
877	Blue Estate 	2014	Misc	Focus Home Interactive	0.0	0.0	0.0	0.0	0.0
891	Pure Pool 	2014	Misc	Triniti Interactive	0.0	0.0	0.0	0.0	0.0
896	Bombshell	2014	Misc	3D Realms	0.0	0.0	0.0	0.0	0.0
898	The Forest	2015	Action	Endnight Games Ltd 	0.0	0.0	0.0	0.0	0.0
904	Falling Skies: The Game 	2015	Role-Playing	Little Orbit	0.0	0.0	0.0	0.0	0.0
908	EA Sports PGA Tour	2015	Sports	EA Sports	0.0	0.0	0.0	0.0	0.0
909	Dead Island 2	2017	Action	Deep Silver	0.0	0.0	0.0	0.0	0.0
916	Tetris Ultimate 	2014	Puzzle	Ubisoft	0.0	0.0	0.0	0.0	0.0
917	Afro Samurai 2	2015	Action	Versus Evil	0.0	0.0	0.0	0.0	0.0
918	The Legend of Korra (2014)	2014	Action	Activision	0.0	0.0	0.0	0.0	0.0
919	The Vanishing of Ethan Carter 	2015	Adventure	The Astronauts	0.0	0.0	0.0	0.0	0.0
920	Godzilla (2014)	2014	Action	Namco Bandai Games	0.0	0.0	0.0	0.0	0.0
921	Gran Turismo 7	2020	Racing	Sony Computer Entertainment	0.0	0.0	0.0	0.0	0.0
933	Wild	2019	Adventure	Sony Interactive Entertainment	0.0	0.0	0.0	0.0	0.0
943	Tadeo Jones y el manuscrito perdido	2014	Adventure	Deep Silver	0.0	0.0	0.0	0.0	0.0
945	OlliOlli 2: Welcome to Olliwood	2016	Sports	PQube	0.0	0.0	0.0	0.0	0.0
946	Pathologic	2015	Adventure	Ice-pick Lodge	0.0	0.0	0.0	0.0	0.0
948	Rebel Galaxy	2015	Role-Playing	Double Damage Games	0.0	0.0	0.0	0.0	0.0
952	Assassin's Creed: Victory	2015	Action	Ubisoft	0.0	0.0	0.0	0.0	0.0
953	Silent Hills	2020	Action	Konami Digital Entertainment	0.0	0.0	0.0	0.0	0.0
973	Overlord: Fellowship of Evil	2015	Action	Codemasters	0.0	0.0	0.0	0.0	0.0
974	R.B.I. Baseball 15	2015	Sports	MLB.com	0.0	0.0	0.0	0.0	0.0
976	Wander	2015	Role-Playing	Wander MMO	0.0	0.0	0.0	0.0	0.0
981	Final Fantasy VII Remake	2019	Role-Playing	Square Enix	0.0	0.0	0.0	0.0	0.0
982	Ikenie to Yuki no Setsuna	2016	Role-Playing	Square Enix	0.0	0.0	0.0	0.0	0.0
983	Atelier Sophie	2020	Role-Playing	Gust	0.0	0.0	0.0	0.0	0.0
984	Dengeki Bunko: Fighting Climax Ignition	2015	Action	Sega	0.0	0.0	0.0	0.0	0.0
985	World Soccer Winning Eleven 2015	2015	Action	Konami Digital Entertainment	0.0	0.0	0.0	0.0	0.0
987	Cross Reverie	2017	Role-Playing	Sinxsoft	0.0	0.0	0.0	0.0	0.0
988	Airship Q	2019	Platform	Cygames	0.0	0.0	0.0	0.0	0.0
992	The London Heist	2016	Shooter	Sony Computer Entertainment	0.0	0.0	0.0	0.0	0.0
993	Risen 3 Enhanced Edition	2015	Role-Playing	Deep Silver	0.0	0.0	0.0	0.0	0.0
994	Air Conflicts: Pacific Carriers	2015	Simulation	Kalypso Media	0.0	0.0	0.0	0.0	0.0
995	God Wars: Beyond Time	2016	Role-Playing	Kadokawa Games	0.0	0.0	0.0	0.0	0.0
996	Hasbro Family Fun Pack	2015	Misc	Ubisoft	0.0	0.0	0.0	0.0	0.0
997	Professional Lumberjack 2016	2015	Simulation	Namco Bandai Games	0.0	0.0	0.0	0.0	0.0
998	Alekhine's Gun	2016	Action	Maximum Games	0.0	0.0	0.0	0.0	0.0
999	Kung Fu Panda: Showdown of Legendary Legends	2015	Action	Little Orbit	0.0	0.0	0.0	0.0	0.0
1004	Bloodborne: Complete Edition	2015	Role-Playing	Sony Computer Entertainment	0.0	0.0	0.0	0.0	0.0
1008	World to the West	2017	Action-Adventure	Soedesco	0.0	0.0	0.0	0.0	0.0
1013	Days Gone	2019	Action-Adventure	Sony Interactive Entertainment	0.0	0.0	0.0	0.0	0.0
1014	Berserk Musou	2016	Action	Tecmo Koei	0.0	0.0	0.0	0.0	0.0
1015	Ginger: Beyond the Crystal	2016	Platform	PQube	0.0	0.0	0.0	0.0	0.0
1016	The Last of Us: Part II	2019	Action	Sony Interactive Entertainment	0.0	0.0	0.0	0.0	0.0
1017	Don Bradman Cricket 17	2016	Sports	Tru Blu Entertainment	0.0	0.0	0.0	0.0	0.0
1018	Ace Combat 7: Skies Unknown	2019	Shooter	Bandai Namco Games	0.0	0.0	0.0	0.0	0.0
1020	Metro Exodus	2019	Shooter	Deep Silver	0.0	0.0	0.0	0.0	0.0
1021	Anthem	2019	Role-Playing	Electronic Arts	0.0	0.0	0.0	0.0	0.0
1026	de Blob	2017	Platform	THQ Nordic	0.0	0.0	0.0	0.0	0.0
1027	Chaos on Deponia	2017	Adventure	Daedalic Entertainment	0.0	0.0	0.0	0.0	0.0
1028	Code Vein	2018	Action	Bandai Namco Entertainment	0.0	0.0	0.0	0.0	0.0
1030	Radial G Racing Revolved	2017	Racing	Tammeka Games	0.0	0.0	0.0	0.0	0.0
