,Game,Year,Genre,Publisher,North America,Europe,Japan,Rest of World,Global
278,MXGP 3: The Official Motocross Videogame,2017,Racing,Milestone,60000.0,20000.0,0.0,10000.0,90000.0
279,Bladestorm: Nightmare,2015,Action,Tecmo Koei,60000.0,20000.0,0.0,10000.0,90000.0
280,Monster Energy Supercross - The Official Videogame,2018,Racing,Milestone S.r.l.,80000.0,0.0,0.0,10000.0,90000.0
281,America's Greatest Game Shows: Wheel of Fortune & Jeopardy!,2017,Misc,Ubisoft,80000.0,0.0,0.0,10000.0,90000.0
282,Dead Island Definitive Collection,2016,Action,Deep Silver,50000.0,30000.0,0.0,10000.0,90000.0
283,Ride 2,2016,Racing,Milestone S.r.l,60000.0,10000.0,0.0,10000.0,80000.0
284,Elite: Dangerous,2017,Simulation,Frontier Developments,70000.0,0.0,0.0,10000.0,80000.0
285,Just Dance: Disney Party 2,2015,Music,Ubisoft,60000.0,10000.0,0.0,10000.0,80000.0
286,Bulletstorm: Full Clip Edition,2017,Shooter,Gearbox Software,60000.0,10000.0,0.0,10000.0,80000.0
287,Micro Machines: World Series,2017,Racing,Codemasters,20000.0,50000.0,0.0,10000.0,80000.0
288,Darksiders II,2015,Action-Adventure,Nordic Games,50000.0,30000.0,0.0,10000.0,90000.0
289,Sherlock Holmes: Crimes & Punishments,2014,Adventure,Focus Home Interactive,30000.0,40000.0,0.0,10000.0,80000.0
290,Toy Soldiers: War Chest,2015,Action,Ubisoft,70000.0,0.0,0.0,10000.0,80000.0
291,BlazBlue: Chrono Phantasma Extend,2015,Fighting,PQube,60000.0,10000.0,0.0,10000.0,80000.0
292,Metal Gear Survive,2018,Action,Konami Digital Entertainment,50000.0,10000.0,0.0,10000.0,70000.0
293,The Golf Club,2015,Sports,Ravenscourt,70000.0,0.0,0.0,10000.0,80000.0
294,Batman: A Telltale Game Series,2016,Adventure,Telltale Games,60000.0,10000.0,0.0,10000.0,80000.0
295,Constructor HD,2017,Strategy,System 3,70000.0,0.0,0.0,10000.0,80000.0
296,Teenage Mutant Ninja Turtles: Mutants in Manhattan,2016,Action,Activision,50000.0,10000.0,0.0,10000.0,70000.0
297,Valentino Rossi: The Game,2016,Racing,Namco Bandai Games,50000.0,20000.0,0.0,10000.0,80000.0
298,Disneyland Adventures,2017,Action-Adventure,Microsoft Studios,50000.0,10000.0,0.0,10000.0,70000.0
299,Dynasty Warriors 8: Empires,2014,Action,Tecmo Koei,40000.0,20000.0,0.0,10000.0,70000.0
300,Resident Evil 6,2016,Shooter,Capcom,60000.0,0.0,0.0,10000.0,70000.0
301,Ghostbusters (2016),2016,Action,Activision,60000.0,0.0,0.0,10000.0,70000.0
302,R.B.I. Baseball 2017,2017,Sports,MLB.com,60000.0,0.0,0.0,10000.0,70000.0
303,Aven Colony,2017,Strategy,Sold Out,60000.0,0.0,0.0,10000.0,70000.0
304,Adventure Time: Finn & Jake Investigations,2015,Action,Little Orbit,40000.0,20000.0,0.0,10000.0,70000.0
305,Atari Flashback Classics: Volume 1,2016,Misc,Atari,60000.0,0.0,0.0,10000.0,70000.0
306,MotoGP 17,2017,Racing,Koch Media,40000.0,20000.0,0.0,10000.0,70000.0
307,Wasteland 2,2015,Role-Playing,Deep Silver,50000.0,10000.0,0.0,10000.0,70000.0
308,MX vs ATV Supercross Encore 2017 Track Edition,2017,Racing,THQ Nordic,50000.0,0.0,0.0,10000.0,60000.0
309,Cartoon Network Battle Crashers,2016,Action,Maximum Games,50000.0,10000.0,0.0,10000.0,70000.0
310,Hasbro Family Fun Pack Conquest Edition,2016,Misc,Ubisoft,50000.0,0.0,0.0,10000.0,60000.0
311,Sherlock Holmes: The Devil's Daughter,2016,Adventure,Bigben Interactive,50000.0,0.0,0.0,10000.0,60000.0
312,MX vs. ATV Supercross Encore,2015,Sports,Nordic Games,50000.0,0.0,0.0,10000.0,60000.0
313,Killing Floor 2 ,2017,Shooter,Tripwire Interactive,50000.0,0.0,0.0,10000.0,60000.0
314,R.B.I. Baseball 2016,2016,Sports,MLB.com,50000.0,0.0,0.0,10000.0,60000.0
315,Okami,2017,Action,Capcom,50000.0,0.0,0.0,10000.0,60000.0
316,Rapala Fishing Pro Series,2017,Simulation,GameMill,50000.0,0.0,0.0,10000.0,60000.0
317,Arslan: The Warriors of Legend,2016,Action,Tecmo Koei,50000.0,0.0,0.0,10000.0,60000.0
318,Golf Club 2,2017,Sports,Maximum Games,50000.0,0.0,0.0,10000.0,60000.0
319,Mark McMorris Infinite Air,2016,Sports,Maximum Games,50000.0,0.0,0.0,10000.0,60000.0
320,Atari Flashback Classics: Volume 2,2016,Misc,Atari,50000.0,0.0,0.0,10000.0,60000.0
321,Hunting Simulator,2017,Shooter,Bigben Interactive,50000.0,0.0,0.0,10000.0,60000.0
322,Styx: Shards of Darknes,2017,Action,Focus Home Interactive,50000.0,0.0,0.0,10000.0,60000.0
323,Marvel's Guardians of the Galaxy: The Telltale Series,2017,Adventure,Warner Bros. Interactive Entertainment,50000.0,0.0,0.0,10000.0,60000.0
324,Baja: Edge of Control HD,2017,Racing,THQ Nordic,50000.0,0.0,0.0,10000.0,60000.0
325,Agatha Christie's The ABC Murders,2016,Adventure,Microids,40000.0,0.0,0.0,10000.0,50000.0
326,Brothers: A Tale of Two Sons,2015,Adventure,505 Games,40000.0,10000.0,0.0,10000.0,60000.0
327,The Walking Dead: A Telltale Series Collection,2017,Adventure,Warner Bros. Interactive Entertainment,50000.0,0.0,0.0,10000.0,60000.0
328,Rugby 18,2017,Sports,Koch Media,40000.0,0.0,0.0,10000.0,50000.0
329,Has-Been Heroes,2017,Action,GameTrust,40000.0,0.0,0.0,10000.0,50000.0
330,Deformers,2017,Action,Ready at Dawn,40000.0,0.0,0.0,10000.0,50000.0
331,Extinction,2018,Action,Maximum Games,40000.0,0.0,0.0,10000.0,50000.0
332,Resident Evil 4 HD,2016,Action-Adventure,Capcom,40000.0,0.0,0.0,10000.0,50000.0
333,The Technomancer,2016,Role-Playing,Focus Home Interactive,30000.0,20000.0,0.0,0.0,50000.0
334,Cars 3: Driven to Win,2017,Racing,Warner Bros. Interactive Entertainment,40000.0,0.0,0.0,10000.0,50000.0
335,Pillars of Eternity,2017,Role-Playing,Paradox Interactive ,40000.0,0.0,0.0,10000.0,50000.0
336,Just Sing,2016,Music,Ubisoft,40000.0,0.0,0.0,10000.0,50000.0
337,Mighty No. 9,2016,Platform,Deep Silver,40000.0,0.0,0.0,10000.0,50000.0
338,Batman: The Enemy Within,2017,Adventure,Telltale Games,40000.0,0.0,0.0,10000.0,50000.0
339,WRC 7,2017,Racing,Bigben Interactive,40000.0,0.0,0.0,10000.0,50000.0
340,King's Quest: The Complete Collection,2016,Adventure,Activision,40000.0,0.0,0.0,10000.0,50000.0
341,Marvel Pinball: Epic Collection Volume 1,2016,Puzzle,Nighthawk Interactive,40000.0,0.0,0.0,10000.0,50000.0
342,Road Rage,2017,Racing,Maximum Games,40000.0,0.0,0.0,0.0,40000.0
343,Dragon's Dogma,2017,Role-Playing,Capcom,40000.0,0.0,0.0,0.0,40000.0
344,Deer Hunter Reloaded,2017,Shooter,GameMill Entertainment,40000.0,0.0,0.0,0.0,40000.0
345,Overcooked,2016,Action,Sold Out,40000.0,0.0,0.0,0.0,40000.0
346,Resident Evil 5 HD,2016,Action,Capcom,40000.0,0.0,0.0,0.0,40000.0
347,Darksiders: Warmastered Edition,2016,Action-Adventure,THQ Nordic,40000.0,0.0,0.0,0.0,40000.0
348,Valkyria: Azure Revolution,2017,Role-Playing,Deep Silver,40000.0,0.0,0.0,0.0,40000.0
349,Game of Thrones (Telltale),2015,Adventure,Telltale Games,40000.0,0.0,0.0,0.0,40000.0
350,Terraria,2014,Action,505 Games,0.0,40000.0,0.0,0.0,40000.0
351,Elex,2017,Role-Playing,THQ Nordic,40000.0,0.0,0.0,0.0,40000.0
352,Battle Chasers: Nightwar,2017,Role-Playing,THQ Nordic,40000.0,0.0,0.0,0.0,40000.0
353,Don't Starve,2018,Adventure,505 Games,40000.0,0.0,0.0,0.0,40000.0
354,Dead Rising 2,2016,Action,Capcom,30000.0,0.0,0.0,0.0,30000.0
355,Don Bradman Cricket 14,2015,Sports,Tru Blu Entertainment,0.0,40000.0,0.0,0.0,40000.0
356,Monster Jam: Crush It,2016,Racing,GameMill,30000.0,0.0,0.0,0.0,30000.0
357,Shadow Warrior (2013),2014,Shooter,Devolver Digital,0.0,40000.0,0.0,0.0,40000.0
358,Dead Alliance,2017,Shooter,Maximum Games,30000.0,0.0,0.0,0.0,30000.0
359,Warriors Orochi 3,2014,Action,Tecmo Koei,10000.0,30000.0,0.0,0.0,40000.0
360,Dead Rising,2016,Action,Capcom,30000.0,0.0,0.0,0.0,30000.0
361,Sine Mora,2017,Action,THQ Nordic,30000.0,0.0,0.0,0.0,30000.0
362,WRC 6,2016,Racing,PQube,30000.0,0.0,0.0,0.0,30000.0
363,Black Mirror,2017,Adventure,THQ Nordic,30000.0,0.0,0.0,0.0,30000.0
364,Pure Farming 2018,2018,Simulation,Techland,30000.0,0.0,0.0,0.0,30000.0
365,MotoGP 15,2015,Racing,Milestone S.r.l.,0.0,30000.0,0.0,0.0,30000.0
366,Raid: World War II,2017,Shooter,505 Games,30000.0,0.0,0.0,0.0,30000.0
367,Carmageddon: Max Damage,2016,Action,Stainless Games,20000.0,10000.0,0.0,0.0,30000.0
368,INSIDE / LIMBO Double Pack,2017,Platform,505 Games,30000.0,0.0,0.0,0.0,30000.0
369,Warhammer: The End Times - Vermintide,2016,Action,Games Workshop,30000.0,0.0,0.0,0.0,30000.0
370,Stardew Valley,2017,Simulation,505 Games,20000.0,0.0,0.0,0.0,20000.0
371,Ben 10 (2017),2017,Action,Outright Games,20000.0,0.0,0.0,0.0,20000.0
372,The Pillars of the Earth,2017,Adventure,Kalypso Media,20000.0,0.0,0.0,0.0,20000.0
373,Rime,2017,Adventure,Grey Box,20000.0,0.0,0.0,0.0,20000.0
374,Worms: WMD,2016,Strategy,Team17 Digital Ltd,20000.0,0.0,0.0,0.0,20000.0
375,Syberia III,2017,Adventure,Microids,20000.0,0.0,0.0,0.0,20000.0
376,Moto Racer 4,2016,Racing,PQube,20000.0,0.0,0.0,0.0,20000.0
377,Rugby League Live 4,2017,Sports,Tru Blu Entertainment,0.0,20000.0,0.0,0.0,20000.0
378,ABZU,2017,Adventure,505 Games,20000.0,0.0,0.0,0.0,20000.0
379,Pharaonic,2017,Action,Soedesco,20000.0,0.0,0.0,0.0,20000.0
380,Geometry Wars 3: Dimensions Evolved,2016,Action,Activision,20000.0,0.0,0.0,0.0,20000.0
381,Resident Evil: Revelations,2017,Action,Capcom,20000.0,0.0,0.0,0.0,20000.0
382,Broken Sword 5: The Serpent's Curse,2015,Adventure,Revolution Software,0.0,20000.0,0.0,0.0,20000.0
383,Rugby World Cup 2015,2015,Sports,Big Ben Interactive,0.0,20000.0,0.0,0.0,20000.0
384,The Crew: Wild Run,2015,Racing,Ubisoft,0.0,20000.0,0.0,0.0,20000.0
385,Prison Architect,2016,Simulation,Introversion Software,20000.0,0.0,0.0,0.0,20000.0
386,The Dwarves,2016,Role-Playing,THQ Nordic,20000.0,0.0,0.0,0.0,20000.0
387,Big Buck Hunter Arcade,2017,Shooter,GameMill,20000.0,0.0,0.0,0.0,20000.0
388,Redout,2017,Racing,505 Games,20000.0,0.0,0.0,0.0,20000.0
389,Troll and I,2017,Action,Maximum Games,20000.0,0.0,0.0,0.0,20000.0
390,Portal Knights,2017,Role-Playing,505 Games,20000.0,0.0,0.0,0.0,20000.0
391,Shaq-Fu: A Legend Reborn,2018,Action,Wired Productions,20000.0,0.0,0.0,0.0,20000.0
392,Psycho-Pass,2014,Visual Novel,5pb,0.0,0.0,20000.0,0.0,20000.0
393,Tropico 5,2016,Simulation,Kalypso Media,20000.0,0.0,0.0,0.0,20000.0
394,Back to the Future: The Game,2015,Adventure,Telltale Games,0.0,20000.0,0.0,0.0,20000.0
395,Saints Row: Gat out of Hell,2015,Action,Deep Silver,0.0,20000.0,0.0,0.0,20000.0
396,Mega Man Legacy Collection 2,2017,Action,Capcom,20000.0,0.0,0.0,0.0,20000.0
397,Dungeons 3,2017,Strategy,Kalypso Media,20000.0,0.0,0.0,0.0,20000.0
398,Blackguards 2,2017,Strategy,Kalypso Media,20000.0,0.0,0.0,0.0,20000.0
399,Rogue Trooper: Redux,2017,Shooter,Rebellion,20000.0,0.0,0.0,0.0,20000.0
400,Vikings: Wolves of Midgard,2017,Action,Kalypso Media,10000.0,0.0,0.0,0.0,10000.0
401,The Inner World: The Last Wind Monk,2017,Puzzle,Kalypso Media,10000.0,0.0,0.0,0.0,10000.0
402,Assetto Corsa,2016,Racing,505 Games,0.0,10000.0,0.0,0.0,10000.0
403,Le Tour de France 2017,2017,Simulation,Focus Home Interactive,0.0,10000.0,0.0,0.0,10000.0
404,Lock's Quest,2017,Strategy,THQ Nordic,10000.0,0.0,0.0,0.0,10000.0
405,WRC 5: FIA World Rally Championship,2015,Racing,Bigben Interactive,0.0,10000.0,0.0,0.0,10000.0
406,FlatOut 4: Total Insanity,2017,Racing,Bigben Interactive,10000.0,0.0,0.0,0.0,10000.0
407,Shadow Tactics: Blades of the Shogun,2017,Strategy,Kalypso Media,10000.0,0.0,0.0,0.0,10000.0
408,The Town of Light,2017,Adventure,THQ Nordic,10000.0,0.0,0.0,0.0,10000.0
409,Goat Simulator,2016,Simulation,Koch Media,0.0,10000.0,0.0,0.0,10000.0
410,Rugby League Live 3,2015,Sports,Tru Blu Entertainment,0.0,10000.0,0.0,0.0,10000.0
411,Assassin's Creed Chronicles,2016,Action,Ubisoft,0.0,10000.0,0.0,0.0,10000.0
412,Sébastien Loeb Rally Evo,2016,Racing,Milestone S.r.l,0.0,10000.0,0.0,0.0,10000.0
413,Rugby Challenge 3,2016,Sports,Alternative Software,0.0,10000.0,0.0,0.0,10000.0
414,Rabbids Invasion: The Interactive TV Show,2014,Misc,Ubisoft,0.0,10000.0,0.0,0.0,10000.0
415,ZombiU,2016,Action,Ubisoft,0.0,10000.0,0.0,0.0,10000.0
416,This War of Mine,2016,Action,11 bit studios,0.0,10000.0,0.0,0.0,10000.0
417,Battle Worlds: Kronos,2016,Strategy,Nordic Games,10000.0,0.0,0.0,0.0,10000.0
418,ScreamRide,2015,Simulation,Microsoft Studios,0.0,10000.0,0.0,0.0,10000.0
419,Torment: Tides of Numenera,2017,Role-Playing,Techland,10000.0,0.0,0.0,0.0,10000.0
420,Ziggurat,2016,Shooter,Soedesco,0.0,10000.0,0.0,0.0,10000.0
421,ATV Renegades,2017,Racing,Nighthawk Interactive,0.0,0.0,0.0,0.0,0.0
422,This Is The Police,2017,Simulation,THQ Nordic,0.0,0.0,0.0,0.0,0.0
423,Valhalla Hills,2017,Strategy,Kalypso Media,0.0,0.0,0.0,0.0,0.0
424,Handball 16,2015,Sports,Bigben Interactive,0.0,0.0,0.0,0.0,0.0
425,Shovel Knight,2015,Platform,Yacht Club Games,0.0,0.0,0.0,0.0,0.0
426,Blood Bowl 2,2015,Sports,Focus Home Interactive,0.0,0.0,0.0,0.0,0.0
427,The Peanuts Movie: Snoopy's Grand Adventure,2015,Platform,Activision,0.0,0.0,0.0,0.0,0.0
428,Farming 2017 - The Simulation,2016,Simulation,UIG Entertainment,0.0,0.0,0.0,0.0,0.0
429,Kung Fu Panda: Showdown of Legendary Legends,2015,Action,Little Orbit,0.0,0.0,0.0,0.0,0.0
430,Strider (2014),2014,Platform,Capcom,0.0,0.0,0.0,0.0,0.0
431,The Amazing Spider-Man 2,2014,Misc,Activision,0.0,0.0,0.0,0.0,0.0
432,Mega Man Legacy Collection,2016,Platform,Capcom,0.0,0.0,0.0,0.0,0.0
434,Agatha Christie: The ABC Murders,2016,Adventure,Microids,0.0,0.0,0.0,0.0,0.0
435,Ancients of Ooga - The Forgotten Chapters,2016,Platform,Koch Media,0.0,0.0,0.0,0.0,0.0
437,Bladestorm: The Hundred Years' War,2015,Action,BioWare,0.0,0.0,0.0,0.0,0.0
438,Brothers in Arms: Furious 4,2019,Shooter,Ubisoft,0.0,0.0,0.0,0.0,0.0
442,Devil May Cry 4,2015,Action,Capcom,0.0,0.0,0.0,0.0,0.0
445,Gran Turismo 5 Prologue Spec III,2014,Misc,Wizards of the Coast,0.0,0.0,0.0,0.0,0.0
446,Industry Giant II,2017,Strategy,UIG Entertainment,0.0,0.0,0.0,0.0,0.0
447,Killer Instinct,2020,Misc,Microsoft Game Studios,0.0,0.0,0.0,0.0,0.0
450,Mount & Blade: Warband,2016,Role-Playing,Koch Media,0.0,0.0,0.0,0.0,0.0
458,Lightning Returns: Final Fantasy XIII,2013,Misc,Square Enix,0.0,0.0,0.0,0.0,0.0
464,Whore of the Orient,2020,Misc,Warner Bros. Interactive Entertainment,0.0,0.0,0.0,0.0,0.0
468,Carmageddon: Reincarnation,2015,Misc,Stainless Games,0.0,0.0,0.0,0.0,0.0
474,Halo 6,2020,Shooter,Microsoft Game Studios,0.0,0.0,0.0,0.0,0.0
481,Kingdom Hearts III,2019,Role-Playing,Square Enix,0.0,0.0,0.0,0.0,0.0
482,Black Tusk Studios Game,2020,Misc,Microsoft Game Studios,0.0,0.0,0.0,0.0,0.0
484,Reus,2016,Strategy,Soedesco,0.0,0.0,0.0,0.0,0.0
490,Fable Legends,2019,Role-Playing,Microsoft Studios,0.0,0.0,0.0,0.0,0.0
491,WonderFlick,2014,Misc,Level 5,0.0,0.0,0.0,0.0,0.0
494,Sea Animal Games for Toddlers and Kids with Jigsaw Puzzles,2013,Misc,Ubisoft,0.0,0.0,0.0,0.0,0.0
502,Raven's Cry,2014,Role-Playing,TopWare Interactive,0.0,0.0,0.0,0.0,0.0
504,Tales from the Borderlands,2014,Adventure,Telltale Games,0.0,0.0,0.0,0.0,0.0
508,Stranger of Sword City,2016,Role-Playing,Experience Inc.,0.0,0.0,0.0,0.0,0.0
509,The Book of Unwritten Tales 2,2015,Adventure,Nordic Games,0.0,0.0,0.0,0.0,0.0
510,Puyo Puyo Tetris,2014,Puzzle,Sega,0.0,0.0,0.0,0.0,0.0
516,Cult County,2015,Misc,Renegade Kid,0.0,0.0,0.0,0.0,0.0
517,Adr1ft,2016,Adventure,505 Games,0.0,0.0,0.0,0.0,0.0
518,R.B.I. Baseball 14,2014,Misc,MLB.com,0.0,0.0,0.0,0.0,0.0
519,Blue Estate ,2014,Misc,Focus Home Interactive,0.0,0.0,0.0,0.0,0.0
525,Space Hulk: Deathwing,2015,Shooter,Focus Home Interactive,0.0,0.0,0.0,0.0,0.0
527,Mystereet F: The Detectives' Curtain Call,2014,Misc,5pb,0.0,0.0,0.0,0.0,0.0
528,Chaos;Child,2014,Visual Novel,5pb,0.0,0.0,0.0,0.0,0.0
534,Scalebound,2014,Action,PlatinumGames,0.0,0.0,0.0,0.0,0.0
535,Crackdown 3,2019,Action,Microsoft Studios,0.0,0.0,0.0,0.0,0.0
536,EA Sports PGA Tour,2015,Sports,EA Sports,0.0,0.0,0.0,0.0,0.0
537,Lara Croft and the Temple of Osiris,2014,Action,Square Enix,0.0,0.0,0.0,0.0,0.0
542,Dead Island 2,2017,Action,Deep Silver,0.0,0.0,0.0,0.0,0.0
544,Tetris Ultimate ,2014,Puzzle,Ubisoft,0.0,0.0,0.0,0.0,0.0
545,Afro Samurai 2,2015,Action,Versus Evil,0.0,0.0,0.0,0.0,0.0
546,The Legend of Korra (2014),2014,Action,Activision,0.0,0.0,0.0,0.0,0.0
548,Shooting Love Trilogy,2015,Shooter,Triangle Service,0.0,0.0,0.0,0.0,0.0
551,King of Wushu,2015,Action,Snail Game,0.0,0.0,0.0,0.0,0.0
563,Raiden V,2016,Action,Moss,0.0,0.0,0.0,0.0,0.0
564,Assassin's Creed Chronicles: China,2015,Action-Adventure,Ubisoft,0.0,0.0,0.0,0.0,0.0
565,Pathologic,2015,Adventure,Ice-pick Lodge,0.0,0.0,0.0,0.0,0.0
567,Assassin's Creed: Victory,2015,Action,Ubisoft,0.0,0.0,0.0,0.0,0.0
580,R.B.I. Baseball 15,2015,Sports,MLB.com,0.0,0.0,0.0,0.0,0.0
584,Cross Reverie,2017,Role-Playing,Sinxsoft,0.0,0.0,0.0,0.0,0.0
586,The Escapists: The Walking Dead,2015,Action,Team17 Software,0.0,0.0,0.0,0.0,0.0
587,Woodcutter Simulator 2016,2015,Action,Namco Bandai Games,0.0,0.0,0.0,0.0,0.0
588,Professional Farmer 2016,2015,Action,Namco Bandai Games,0.0,0.0,0.0,0.0,0.0
589,Professional Lumberjack 2016,2015,Simulation,Namco Bandai Games,0.0,0.0,0.0,0.0,0.0
590,Alekhine's Gun,2016,Action,Maximum Games,0.0,0.0,0.0,0.0,0.0
591,World to the West,2017,Action-Adventure,Soedesco,0.0,0.0,0.0,0.0,0.0
593,Super Dungeon Bros,2016,Action,Wired Productions,0.0,0.0,0.0,0.0,0.0
594,Pro Cycling Manager 2016,2016,Sports,Focus Home Interactive,0.0,0.0,0.0,0.0,0.0
599,We Sing (2016),2016,Music,THQ Nordic,0.0,0.0,0.0,0.0,0.0
600,Don Bradman Cricket 17,2016,Sports,Tru Blu Entertainment,0.0,0.0,0.0,0.0,0.0
601,Ace Combat 7: Skies Unknown,2019,Shooter,Bandai Namco Games,0.0,0.0,0.0,0.0,0.0
603,Metro Exodus,2019,Shooter,Deep Silver,0.0,0.0,0.0,0.0,0.0
604,Anthem,2019,Role-Playing,Electronic Arts,0.0,0.0,0.0,0.0,0.0
605,AereA,2017,Role-Playing,Soedesco,0.0,0.0,0.0,0.0,0.0
610,de Blob,2017,Platform,THQ Nordic,0.0,0.0,0.0,0.0,0.0
611,Outcast: Second Contact,2017,Adventure,Bigben Interactive,0.0,0.0,0.0,0.0,0.0
612,Code Vein,2019,Action,Bandai Namco Entertainment,0.0,0.0,0.0,0.0,0.0
